,1
257,0.9749611
258,0.679016
259,0.9654997
260,0.9812609
261,0.9960147
262,0.05018667
263,0.99438477
264,0.9165431
265,0.9471422
266,0.9985764
267,0.9986607
268,0.96629435
269,0.99370813
270,0.43296945
271,0.98936605
272,0.97943145
273,0.9921308
274,0.9986921
275,0.99810433
276,0.8854487
277,0.99551094
278,0.14190868
279,0.99452657
280,0.9983089
281,0.9848145
282,0.98190963
283,0.99364835
284,0.9972921
285,0.97087777
286,0.9864216
287,0.9728478
288,0.8854072
289,0.9512742
290,0.9983559
291,0.9916733
292,0.4449774
293,0.96170485
294,0.9958015
295,0.99772066
296,0.98746616
297,0.9998759
298,0.9986596
299,0.93837047
300,0.19052278
301,0.93991774
302,0.9982482
303,0.99323833
304,0.9372735
305,0.9999188
306,0.9288165
307,0.9998914
308,0.98755217
309,0.99386626
310,0.094061814
311,0.9750421
312,0.9886606
313,0.106775925
314,0.47955143
315,0.9596857
316,0.9449271
317,0.98233163
318,0.9995516
319,0.9684457
320,0.9736873
321,0.9877093
322,0.98732543
323,0.9976162
324,0.3605056
325,0.9356439
326,0.9959727
327,0.99313205
328,0.9628725
329,0.014448755
330,0.1489545
331,0.9999119
332,0.99815255
333,0.9933995
334,0.9495333
335,0.9434854
336,0.9942878
337,0.94706184
338,0.9796467
339,0.98813266
340,0.43621108
341,0.989435
342,0.9307484
343,0.9910904
344,0.98709977
345,0.99674606
346,0.9327686
347,0.99435765
348,0.774193
349,0.6725185
350,0.98466426
351,0.8273469
352,0.99977916
353,0.41875604
354,0.6196657
355,0.9533714
356,0.99940395
357,0.4306818
358,0.9694774
359,0.92631227
360,0.9921697
361,0.9920861
362,0.4383188
363,0.98046446
364,0.9990102
365,0.98494
366,0.98957074
367,0.99968886
368,0.8464434
369,0.9996351
370,0.23165806
371,0.95458734
372,0.99876785
373,0.94363624
374,0.9970342
375,0.9951711
376,0.9839438
377,0.9958698
378,0.97906244
379,0.5001939
380,0.9990181
381,0.99664056
382,0.9944693
383,0.98209643
384,0.04895307
385,0.9160129
386,0.99436647
387,0.09818833
388,0.99668413
389,0.04607289
390,0.21463805
391,0.93616277
392,0.5412728
393,0.99884963
394,0.9956256
395,0.5658533
396,0.9920785
397,0.88142824
398,0.9504038
399,0.99632335
400,0.61375946
401,0.99002856
402,0.78913355
403,0.99048865
404,0.9969022
405,0.85711944
406,0.99857616
407,0.9934
408,0.9817422
409,0.9968263
410,0.98587877
411,0.22167876
412,0.08936766
413,0.9129755
414,0.99877745
415,0.939119
416,0.9657729
417,0.9727035
418,0.042383444
419,0.9997851
420,0.19846857
421,0.9972475
422,0.99840933
423,0.99542636
424,0.99383116
425,0.99730706
426,0.9156944
427,0.9636261
428,0.974719
429,0.98220545
430,0.9923943
431,0.9913662
432,0.99799323
433,0.9548922
434,0.67790794
435,0.9493672
436,0.99950695
437,0.988817
438,0.9857954
439,0.9664591
440,0.92264813
441,0.98335534
442,0.9975141
443,0.22720523
444,0.9924819
445,0.9999882
446,0.9998122
447,0.87662464
448,0.9827277
449,0.9655416
450,0.57612914
451,0.99019474
452,0.99991286
453,0.98467445
454,0.92526674
455,0.9988587
456,0.11197818
457,0.96116656
458,0.9675061
459,0.99966824
460,0.9872486
461,0.9968045
462,0.97689134
463,0.9966947
464,0.4641635
465,0.99761885
466,0.043687582
467,0.9984932
468,0.9667137
469,0.98895675
470,0.9990766
471,0.86893415
472,0.996104
473,0.28436214
474,0.9974349
475,0.082366265
476,0.9263311
477,0.8819695
478,0.965453
479,0.1626844
480,0.9954136
481,0.8775268
482,0.96264267
483,0.738953
484,0.87988406
485,0.9951989
486,0.9938909
487,0.92925066
488,0.60077286
489,0.9994337
490,0.9994221
491,0.8886355
492,0.9869801
493,0.99368435
494,0.9970893
495,0.9922907
496,0.9927483
497,0.9990683
498,0.9711835
499,0.53722554
500,0.99479806
501,0.98073536
502,0.9916509
503,0.21100084
504,0.3656797
505,0.8112623
506,0.99521446
507,0.99876887
508,0.9985922
509,0.9931549
510,0.9873541
511,0.02718281
512,0.9659603
513,0.7467856
514,0.4906211
515,0.7480878
516,0.9975573
517,0.9976973
518,0.99412173
519,0.99140525
520,0.99902236
521,0.99836177
522,0.9853925
523,0.25252822
524,0.4205509
525,0.9564209
526,0.059473496
527,0.98353124
528,0.8218198
529,0.99373007
530,0.98166084
531,0.9883944
532,0.25707114
533,0.9999131
534,0.99690706
535,0.9854854
536,0.9969151
537,0.99885166
538,0.9995666
539,0.98648584
540,0.99272233
541,0.9992173
542,0.9957942
543,0.99597543
544,0.76495206
545,0.9969187
546,0.9980855
547,0.9354824
548,0.9994307
549,0.9914984
550,0.9930407
551,0.9914908
552,0.93336326
553,0.83395946
554,0.9923118
555,0.91874725
556,0.98477954
557,0.99836046
558,0.98635393
559,0.99993885
560,0.9927651
561,0.8088847
562,0.99730563
563,0.9265179
564,0.80069673
565,0.9515995
566,0.97294575
567,0.965367
568,0.9993765
569,0.9838621
570,0.99137247
571,0.99948657
572,0.997274
573,0.9929751
574,0.9181523
575,0.07226512
576,0.997778
577,0.90950376
578,0.9978241
579,0.97070044
580,0.98608065
581,0.940035
582,0.46972263
583,0.91094905
584,0.9820079
585,0.9732901
586,0.957561
587,0.9983382
588,0.007315883
589,0.95762736
590,0.9987136
591,0.98991966
592,0.13743697
593,0.9519972
594,0.9976872
595,0.87516767
596,0.9844467
597,0.9379132
598,0.99344456
599,0.9307954
600,0.9950063
601,0.98065084
602,0.88724905
603,0.98787117
604,0.96311814
605,0.9980432
606,0.99178106
607,0.9857464
608,0.59788233
609,0.99879164
610,0.99278826
611,0.99961156
612,0.97584003
613,0.70212
614,0.036069192
615,0.9996216
616,0.9896457
617,0.138339
618,0.8969049
619,0.9489217
620,0.9921165
621,0.9948894
622,0.61852235
623,0.9824985
624,0.9880355
625,0.9987464
626,0.012531867
627,0.9990018
628,0.98159593
629,0.9972977
630,0.41935205
631,0.9996125
632,0.5696166
633,0.990092
634,0.6962592
635,0.9779689
636,0.20641054
637,0.9989889
638,0.99727696
639,0.99741167
640,0.98867154
641,0.99415046
642,0.9361831
643,0.603057
644,0.9989723
645,0.91108984
646,0.9952118
647,0.9948625
648,0.85587656
649,0.9566182
650,0.98617715
651,0.9812475
652,0.9974674
653,0.9918677
654,0.99758387
655,0.99807054
656,0.9540522
657,0.99827373
658,0.9878192
659,0.011031457
660,0.9903989
661,0.9982469
662,0.3666915
663,0.9873647
664,0.4545642
665,0.2931453
666,0.9495159
667,0.9934854
668,0.9909378
669,0.965202
670,0.99527186
671,0.9837939
672,0.9794892
673,0.9871034
674,0.9984289
675,0.9998068
676,0.9971228
677,0.9942403
678,0.99708825
679,0.948199
680,0.925094
681,0.890039
682,0.9975539
683,0.9732669
684,0.99806446
685,0.9989008
686,0.9967546
687,0.8968505
688,0.9959132
689,0.44142315
690,0.9961826
691,0.9971976
692,0.7846934
693,0.9339715
694,0.8921235
695,0.9705987
696,0.9950977
697,0.8894355
698,0.99928194
699,0.9985837
700,0.9981673
701,0.99799156
702,0.9997297
703,0.9896729
704,0.016704397
705,0.9999163
706,0.9981828
707,0.9933634
708,0.1678863
709,0.99752027
710,0.9966889
711,0.9974923
712,0.911563
713,0.995381
714,0.96878415
715,0.9787795
716,0.9565136
717,0.996819
718,0.9920421
719,0.9793028
720,0.9956939
721,0.99505216
722,0.99994195
723,0.99747133
724,0.9974146
725,0.9981895
726,0.991447
727,0.9725788
728,0.9865888
729,0.9972805
730,0.8005025
731,0.2978418
732,0.9938018
733,0.99171036
734,0.4580809
735,0.26712087
736,0.9666091
737,0.9809317
738,0.9774449
739,0.9816502
740,0.98472
741,0.9501876
742,0.9928965
743,0.8636366
744,0.99859124
745,0.99991393
746,0.9962579
747,0.9971078
748,0.8179449
749,0.9821583
750,0.9989008
751,0.9949039
752,0.9921652
753,0.9929386
754,0.2839144
755,0.9896479
756,0.9997112
757,0.9609527
758,0.05235026
759,0.9935148
760,0.110893056
761,0.8843841
762,0.67979497
763,0.9954412
764,0.53853303
765,0.8927055
766,0.3297997
767,0.9435977
768,0.48991713
769,0.99781173
770,0.87394553
771,0.99048316
772,0.92895585
773,0.9969633
774,0.9963374
775,0.9962907
776,0.9948155
777,0.995323
778,0.9990471
779,0.99988043
780,0.9981371
781,0.80718684
782,0.9909162
783,0.99974495
784,0.9996402
785,0.3842834
786,0.9982778
787,0.9466946
788,0.9995833
789,0.77600086
790,0.9862002
791,0.6894752
792,0.6914271
793,0.99103457
794,0.9430605
795,0.98577577
796,0.9999242
797,0.96021473
798,0.9910636
799,0.9976674
800,0.4083984
801,0.9998946
802,0.05945155
803,0.17980741
804,0.9916693
805,0.04013828
806,0.7915448
807,0.9946772
808,0.99963844
809,0.99878174
810,0.99592614
811,0.958485
812,0.9961415
813,0.8600916
814,0.985584
815,0.9989837
816,0.8834844
817,0.8350787
818,0.9982835
819,0.99257785
820,0.9769182
821,0.9593581
822,0.9998129
823,0.0668481
824,0.9861481
825,0.97515
826,0.9799811
827,0.98474485
828,0.85548735
829,0.9735527
830,0.9875586
831,0.99447757
832,0.116043136
833,0.40318906
834,0.69454247
835,0.9341404
836,0.88414335
837,0.9865101
838,0.99727964
839,0.9962469
840,0.99957246
841,0.5747199
842,0.9838308
843,0.99890924
844,0.9911209
845,0.9247282
846,0.8621448
847,0.9919504
848,0.9624681
849,0.9990433
850,0.94719416
851,0.99983597
852,0.98943245
853,0.013263161
854,0.96982026
855,0.9713538
856,0.98201525
857,0.963369
858,0.51499856
859,0.99902844
860,0.9904875
861,0.99955565
862,0.9945866
863,0.9919762
864,0.99239993
865,0.9887084
866,0.9985662
867,0.99505866
868,0.9953088
869,0.9896343
870,0.98955405
871,0.9851022
872,0.9670476
873,0.9876864
874,0.9994617
875,0.9785209
876,0.99911743
877,0.9988476
878,0.9998566
879,0.9098905
880,0.9883017
881,0.7380093
882,0.96566373
883,0.82642174
884,0.99959975
885,0.97875094
886,0.9916277
887,0.93397325
888,0.9970714
889,0.18453997
890,0.9965569
891,0.83700234
892,0.990067
893,0.9903143
894,0.9827959
895,0.99862516
896,0.5373244
897,0.99752504
898,0.99944407
899,0.9972379
900,0.970679
901,0.99895895
902,0.998838
903,0.9137324
904,0.9988617
905,0.98659295
906,0.9196617
907,0.99063617
908,0.9993992
909,0.440983
910,0.99567956
911,0.95839375
912,0.99592716
913,0.95167935
914,0.49512047
915,0.9878158
916,0.98837864
917,0.9346248
918,0.9907811
919,0.99569243
920,0.9992655
921,0.9872613
922,0.3191844
923,0.20390113
924,0.9957136
925,0.9966323
926,0.8837368
927,0.99876356
928,0.9793722
929,0.9984659
930,0.85603124
931,0.9044249
932,0.67510545
933,0.9628374
934,0.6778775
935,0.9987937
936,0.99979967
937,0.9704889
938,0.9957443
939,0.9745199
940,0.083675675
941,0.9779519
942,0.98992646
943,0.99363434
944,0.059144504
945,0.9750206
946,0.9938892
947,0.90669274
948,0.9954613
949,0.9962618
950,0.9937936
951,0.9005939
952,0.9988943
953,0.9946514
954,0.7396278
955,0.9435634
956,0.10216131
957,0.9883769
958,0.99958855
959,0.99630946
960,0.9670464
961,0.99220204
962,0.9998951
963,0.13524288
964,0.9740847
965,0.99862564
966,0.9783276
967,0.9902312
968,0.9900594
969,0.9707997
970,0.95121086
971,0.9793315
972,0.14538549
973,0.7634943
974,0.9907865
975,0.9559567
976,0.6977987
977,0.55471563
978,0.99369013
979,0.99569607
980,0.993587
981,0.99634016
982,0.9987319
983,0.9988932
984,0.88164526
985,0.98130953
986,0.9509319
987,0.99658847
988,0.9984823
989,0.98711944
990,0.9997727
991,0.7541028
992,0.99357504
993,0.99819094
994,0.98932123
995,0.9790115
996,0.99938047
997,0.98725325
998,0.9942001
999,0.99708635
1000,0.99661225
1001,0.9978933
1002,0.9979777
1003,0.9900954
1004,0.9955213
1005,0.9995735
1006,0.95104825
1007,0.99863535
1008,0.20331855
1009,0.9662892
1010,0.99933356
1011,0.9939318
1012,0.9705219
1013,0.9950918
1014,0.9539731
1015,0.9822587
1016,0.9953998
1017,0.6647888
1018,0.99016213
1019,0.32982332
1020,0.9722953
1021,0.2652768
1022,0.8078653
1023,0.9980276
1024,0.690757
1025,0.9984994
1026,0.98604506
1027,0.99513537
1028,0.72817403
1029,0.9719643
1030,0.9962205
1031,0.98883224
1032,0.99974006
1033,0.9992994
1034,0.98336303
1035,0.8444341
1036,0.99493587
1037,0.9685949
1038,0.99782085
1039,0.9745472
1040,0.6083592
1041,0.9416415
1042,0.9990613
1043,0.99878734
1044,0.9966445
1045,0.27983183
1046,0.9991191
1047,0.94107753
1048,0.7945775
1049,0.9864016
1050,0.9960343
1051,0.97476
1052,0.8928928
1053,0.9945697
1054,0.9875267
1055,0.99545276
1056,0.92033756
1057,0.98695207
1058,0.9937767
1059,0.33468
1060,0.99691427
1061,0.99854636
1062,0.7359599
1063,0.9975024
1064,0.98728895
1065,0.99888915
1066,0.9829412
1067,0.99170965
1068,0.99840957
1069,0.7362659
1070,0.98087364
1071,0.9908145
1072,0.08009336
1073,0.99718165
1074,0.99994063
1075,0.9973362
1076,0.2418618
1077,0.98960435
1078,0.89695317
1079,0.023588793
1080,0.99672407
1081,0.99193585
1082,0.9968131
1083,0.77022594
1084,0.9785619
1085,0.99375445
1086,0.988289
1087,0.99408096
1088,0.9661397
1089,0.99587613
1090,0.6146615
1091,0.62814665
1092,0.99733657
1093,0.99806625
1094,0.99500376
1095,0.6730391
1096,0.9918147
1097,0.87292606
1098,0.15610658
1099,0.9842106
1100,0.99919003
1101,0.9967452
1102,0.95584863
1103,0.99066377
1104,0.9362368
1105,0.1256188
1106,0.9880816
1107,0.54198116
1108,0.9992481
1109,0.03565418
1110,0.95910054
1111,0.027532315
1112,0.998563
1113,0.99966836
1114,0.9452498
1115,0.7963062
1116,0.97534037
1117,0.991939
1118,0.9949469
1119,0.9999757
1120,0.9982666
1121,0.5731194
1122,0.9922461
1123,0.9965681
1124,0.95922625
1125,0.25130093
1126,0.4068779
1127,0.90396935
1128,0.014657751
1129,0.94967073
1130,0.9729971
1131,0.99551153
1132,0.15814513
1133,0.99291104
1134,0.6247704
1135,0.9964311
1136,0.96830386
1137,0.99962795
1138,0.99809414
1139,0.13498953
1140,0.9898583
1141,0.990629
1142,0.41573814
1143,0.98753977
1144,0.99732506
1145,0.56120664
1146,0.99453086
1147,0.97914106
1148,0.9856656
1149,0.89699066
1150,0.051799335
1151,0.5896527
1152,0.71738994
1153,0.99926823
1154,0.95530885
1155,0.97775704
1156,0.90176225
1157,0.98791575
1158,0.99523586
1159,0.99902594
1160,0.99534625
1161,0.7148218
1162,0.8915073
1163,0.9248792
1164,0.9903105
1165,0.9929825
1166,0.9831042
1167,0.9881187
1168,0.99900144
1169,0.9990428
1170,0.91943604
1171,0.99973303
1172,0.32312894
1173,0.9972549
1174,0.026163671
1175,0.9963994
1176,0.22958003
1177,0.9675589
1178,0.98402435
1179,0.9783408
1180,0.9986185
1181,0.99827087
1182,0.99718153
1183,0.9992329
1184,0.96635467
1185,0.97115505
1186,0.9895439
1187,0.99196166
1188,0.8512119
1189,0.04621739
1190,0.99954766
1191,0.98892844
1192,0.99568605
1193,0.75646853
1194,0.69497156
1195,0.9730694
1196,0.9942497
1197,0.9991241
1198,0.99573624
1199,0.99257165
1200,0.92875755
1201,0.5806069
1202,0.99645066
1203,0.9996642
1204,0.9157377
1205,0.97484004
1206,0.9703772
1207,0.9482518
1208,0.9999331
1209,0.9530699
1210,0.9940441
1211,0.74251664
1212,0.9941585
1213,0.96776706
1214,0.9921808
1215,0.99187887
1216,0.9970305
1217,0.4355867
1218,0.97034556
1219,0.9966018
1220,0.1574044
1221,0.9998203
1222,0.99910045
1223,0.97970814
1224,0.9660629
1225,0.8921726
1226,0.9980831
1227,0.9824984
1228,0.80016696
1229,0.9981205
1230,0.9950597
1231,0.99965656
1232,0.95617104
1233,0.9985127
1234,0.99198884
1235,0.030780926
1236,0.9964581
1237,0.99912447
1238,0.99340844
1239,0.9780293
1240,0.32908177
1241,0.08464788
1242,0.9794089
1243,0.99975723
1244,0.99656445
1245,0.9980411
1246,0.9974099
1247,0.9753448
1248,0.8842376
1249,0.99106795
1250,0.92637056
1251,0.91149116
1252,0.9919225
1253,0.33290592
1254,0.9996301
1255,0.9822291
1256,0.9992267
1257,0.99100995
1258,0.980663
1259,0.9401975
1260,0.997996
1261,0.9910479
1262,0.9857554
1263,0.9328804
1264,0.99669147
1265,0.9856565
1266,0.560452
1267,0.99430615
1268,0.9956173
1269,0.9895767
1270,0.99343216
1271,0.947063
1272,0.9558567
1273,0.9795375
1274,0.9826019
1275,0.94213384
1276,0.95201254
1277,0.98510355
1278,0.13669892
1279,0.9999317
1280,0.09891527
1281,0.9996644
1282,0.9970022
1283,0.9956316
1284,0.6034205
1285,0.9832086
1286,0.9975314
1287,0.8983528
1288,0.97981346
1289,0.99733067
1290,0.9983436
1291,0.99656564
1292,0.41110143
1293,0.91013145
1294,0.9740484
1295,0.9952761
1296,0.987409
1297,0.98694885
1298,0.987874
1299,0.9831455
1300,0.5144211
1301,0.93193126
1302,0.9969572
1303,0.980601
1304,0.41322207
1305,0.99834657
1306,0.9979032
1307,0.9968778
1308,0.75981826
1309,0.99990463
1310,0.977801
1311,0.99491763
1312,0.99154437
1313,0.9968231
1314,0.9820239
1315,0.85989565
1316,0.9988379
1317,0.9728526
1318,0.99984646
1319,0.6327563
1320,0.15486152
1321,0.9788544
1322,0.55118906
1323,0.99372923
1324,0.9990681
1325,0.014652807
1326,0.92491496
1327,0.9945294
1328,0.99180144
1329,0.986523
1330,0.97227263
1331,0.98077905
1332,0.6323352
1333,0.99478936
1334,0.98385704
1335,0.9866355
1336,0.85791314
1337,0.45004398
1338,0.9962496
1339,0.95122653
1340,0.9664057
1341,0.87776196
1342,0.9989349
1343,0.99566287
1344,0.996651
1345,0.998033
1346,0.95495474
1347,0.99321175
1348,0.9994511
1349,0.14847173
1350,0.8001904
1351,0.94747275
1352,0.99612695
1353,0.21912783
1354,0.97803444
1355,0.9965449
1356,0.4770228
1357,0.98774815
1358,0.8317174
1359,0.9709174
1360,0.967491
1361,0.97406673
1362,0.5818626
1363,0.892546
1364,0.99779993
1365,0.97353077
1366,0.34902948
1367,0.98982316
1368,0.8837057
1369,0.94228995
1370,0.98923934
1371,0.9999504
1372,0.9536171
1373,0.9955705
1374,0.9989685
1375,0.9909406
1376,0.8836934
1377,0.9992217
1378,0.9978416
1379,0.96149176
1380,0.98193365
1381,0.99740976
1382,0.99199015
1383,0.9819744
1384,0.94937146
1385,0.6640257
1386,0.932877
1387,0.9972211
1388,0.98340917
1389,0.9998275
1390,0.99379224
1391,0.90330476
1392,0.9993105
1393,0.9979024
1394,0.9988059
1395,0.99934465
1396,0.9917332
1397,0.9732834
1398,0.2288675
1399,0.19423953
1400,0.019310268
1401,0.9282461
1402,0.99918526
1403,0.9985636
1404,0.9977258
1405,0.93818796
1406,0.96362966
1407,0.9949921
1408,0.9685706
1409,0.9994419
1410,0.73421407
1411,0.82670105
1412,0.8578
1413,0.9920311
1414,0.03436418
1415,0.99737966
1416,0.64311045
1417,0.9724692
1418,0.06758617
1419,0.99211144
1420,0.9994462
1421,0.9983543
1422,0.9994311
1423,0.6629231
1424,0.97737175
1425,0.9988765
1426,0.9942865
1427,0.9926702
1428,0.99848074
1429,0.9080923
1430,0.9756049
1431,0.9958183
1432,0.89483917
1433,0.9883748
1434,0.9970784
1435,0.9967158
1436,0.9890632
1437,0.9980982
1438,0.97794515
1439,0.028740788
1440,0.9888616
1441,0.96015143
1442,0.9990182
1443,0.9972019
1444,0.97661805
1445,0.84044325
1446,0.29825363
1447,0.9998035
1448,0.9952253
1449,0.9909191
1450,0.095684074
1451,0.99348193
1452,0.9148191
1453,0.99504083
1454,0.9926692
1455,0.99762636
1456,0.9989053
1457,0.98933184
1458,0.9993455
1459,0.96187323
1460,0.9975309
1461,0.173027
1462,0.95314574
1463,0.9657447
1464,0.053288296
1465,0.9944279
1466,0.99766433
1467,0.9923838
1468,0.987715
1469,0.15167238
1470,0.9807324
1471,0.9972861
1472,0.9981007
1473,0.9939585
1474,0.1556883
1475,0.9767721
1476,0.8078275
1477,0.97401726
1478,0.9686354
1479,0.99735427
1480,0.999894
1481,0.9577437
1482,0.026052274
1483,0.9936613
1484,0.9984365
1485,0.5724795
1486,0.9963463
1487,0.98770547
1488,0.99800426
1489,0.8506603
1490,0.9163306
1491,0.8259228
1492,0.7822023
1493,0.97232085
1494,0.9788112
1495,0.9993205
1496,0.99374217
1497,0.9449476
1498,0.9336913
1499,0.99585307
1500,0.18487057
1501,0.09018171
1502,0.064874984
1503,0.29348734
1504,0.99819
1505,0.9793865
1506,0.71952176
1507,0.9977642
1508,0.989042
1509,0.9362351
1510,0.075404875
1511,0.9910177
1512,0.7645106
1513,0.98874694
1514,0.98327374
1515,0.99837935
1516,0.99482524
1517,0.9910903
1518,0.9347107
1519,0.99967587
1520,0.8527672
1521,0.9899338
1522,0.85245854
1523,0.9775529
1524,0.9438378
1525,0.9950453
1526,0.9662891
1527,0.72811383
1528,0.9384526
1529,0.4582973
1530,0.98949105
1531,0.9382329
1532,0.9985671
1533,0.94755757
1534,0.99830747
1535,0.94807225
1536,0.967745
1537,0.17008016
1538,0.9912055
1539,0.9788084
1540,0.27291188
1541,0.99959594
1542,0.8890851
1543,0.98333955
1544,0.97368854
1545,0.7687785
1546,0.998408
1547,0.98836887
1548,0.9668606
1549,0.9910176
1550,0.99760854
1551,0.99761224
1552,0.99803585
1553,0.9995659
1554,0.98163027
1555,0.9161832
1556,0.8887275
1557,0.9598829
1558,0.9896107
1559,0.9975048
1560,0.7428083
1561,0.9950481
1562,0.2058988
1563,0.99600714
1564,0.98563725
1565,0.9869436
1566,0.7084054
1567,0.9983462
1568,0.46165034
1569,0.1916021
1570,0.98637635
1571,0.9976822
1572,0.11232171
1573,0.9956779
1574,0.9914887
1575,0.9731469
1576,0.8418177
1577,0.99602294
1578,0.9940598
1579,0.10659207
1580,0.9810433
1581,0.98231536
1582,0.9696009
1583,0.023326792
1584,0.5685484
1585,0.99473864
1586,0.99707735
1587,0.983754
1588,0.9846905
1589,0.041740242
1590,0.9815424
1591,0.9875749
1592,0.06331287
1593,0.9847073
1594,0.9975382
1595,0.9805689
1596,0.9335083
1597,0.9969483
1598,0.9912758
1599,0.9964992
1600,0.97281736
1601,0.9965417
1602,0.6491534
1603,0.9846267
1604,0.019732738
1605,0.91344905
1606,0.9240173
1607,0.9984072
1608,0.95210403
1609,0.9777489
1610,0.9711486
1611,0.9885288
1612,0.9986985
1613,0.95964915
1614,0.99853027
1615,0.997006
1616,0.042754173
1617,0.06274091
1618,0.4761377
1619,0.9697446
1620,0.46169716
1621,0.94286877
1622,0.8002394
1623,0.16699658
1624,0.98372734
1625,0.9872628
1626,0.06510148
1627,0.9347987
1628,0.9534973
1629,0.97975665
1630,0.99653995
1631,0.903628
1632,0.99512625
1633,0.069185644
1634,0.989198
1635,0.9941719
1636,0.43615484
1637,0.9239769
1638,0.9513318
1639,0.98117
1640,0.9990386
1641,0.95178765
1642,0.9945294
1643,0.9987049
1644,0.8633042
1645,0.9989268
1646,0.0607486
1647,0.98488474
1648,0.39380887
1649,0.99607027
1650,0.9796775
1651,0.9939639
1652,0.6598173
1653,0.9033338
1654,0.9813974
1655,0.10038359
1656,0.9884742
1657,0.94584846
1658,0.98242086
1659,0.9984054
1660,0.2816553
1661,0.9985429
1662,0.9906579
1663,0.9978667
1664,0.9932823
1665,0.9719723
1666,0.9963658
1667,0.98273534
1668,0.93376565
1669,0.77628094
1670,0.47417608
1671,0.99913687
1672,0.94972366
1673,0.9964414
1674,0.98367333
1675,0.9551473
